text,target,keywords_sorted,keywords_indices,keywords_count
"['no', 'i', 'need', 'to', 'find', 'volvo', 'auto', 'parts', 'online']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'find', '<KEYWORD>', 'volvo', '<KEYWORD>', 'auto', '<KEYWORD>', 'parts', '<KEYWORD>', 'online']","['need', 'volvo', 'parts']","[2, 5, 7]",3
"['no', 'i', 'need', 'to', 'get', 'rid', 'of', 'them']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', '<KEYWORD>', 'get', '<KEYWORD>', 'rid', 'of', 'them']","['need', 'get']","[2, 4]",2
"['no', 'i', 'need', 'to', 'know', 'about', 'hip', 'fractures', 'specifically', 'in', 'elderly', 'people']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'about', '<KEYWORD>', 'hip', '<KEYWORD>', 'fractures', 'specifically', 'in', 'elderly', 'people']","['need', 'hip']","[2, 6]",2
"['no', 'i', 'need', 'to', 'know', 'about', 'mini', 'gastric', 'bypass', 'surgery']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'about', 'mini', 'gastric', '<KEYWORD>', 'bypass', '<KEYWORD>', 'surgery']","['need', 'bypass']","[2, 8]",2
"['no', 'i', 'need', 'to', 'know', 'about', 'the', 'different', 'skeet', 'shooting', 'games', 'that', 'are', 'available']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'about', 'the', 'different', '<KEYWORD>', 'skeet', '<KEYWORD>', 'shooting', '<KEYWORD>', 'games', '<KEYWORD>', 'that', 'are', 'available']","['need', 'skeet', 'games']","[2, 8, 10]",3
"['no', 'i', 'need', 'to', 'know', 'about', 'the', 'different', 'types', 'of', 'electronic', 'skeet', 'shooting', 'games', 'available']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'about', 'the', 'different', 'types', 'of', '<KEYWORD>', 'electronic', '<KEYWORD>', 'skeet', 'shooting', '<KEYWORD>', 'games', '<KEYWORD>', 'available']","['need', 'electronic', 'games']","[2, 10, 13]",3
"['no', 'i', 'need', 'to', 'know', 'about', 'the', 'different', 'types', 'of', 'toilets']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'about', 'the', '<KEYWORD>', 'different', '<KEYWORD>', 'types', 'of', '<KEYWORD>', 'toilets', '<KEYWORD>']","['need', 'know', 'different', 'toilets']","[2, 4, 7, 10]",4
"['no', 'i', 'need', 'to', 'know', 'about', 'the', 'material', 'used', 'in', 'pipes']","['no', 'i', 'need', 'to', 'know', 'about', 'the', '<KEYWORD>', 'material', '<KEYWORD>', 'used', 'in', '<KEYWORD>', 'pipes', '<KEYWORD>']","['material', 'pipes']","[7, 10]",2
"['no', 'i', 'need', 'to', 'know', 'about', 'the', 'sports', 'program']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'about', 'the', 'sports', 'program']","['need', 'know']","[2, 4]",2
"['no', 'i', 'need', 'to', 'know', 'about', 'their', 'programs']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'about', 'their', '<KEYWORD>', 'programs', '<KEYWORD>']","['need', 'programs']","[2, 7]",2
"['no', 'i', 'need', 'to', 'know', 'campus', 'locations', 'for', 'the', 'university', 'of', 'north', 'carolina']","['no', 'i', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'campus', 'locations', 'for', 'the', 'university', 'of', '<KEYWORD>', 'north', '<KEYWORD>', '<KEYWORD>', 'carolina', '<KEYWORD>']","['know', 'north', 'carolina']","[4, 11, 12]",3
"['no', 'i', 'need', 'to', 'know', 'how', 'a', 'septic', 'system', 'is', 'designed', 'and', 'how', 'it', 'works']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'how', 'a', '<KEYWORD>', 'septic', '<KEYWORD>', '<KEYWORD>', 'system', '<KEYWORD>', 'is', 'designed', 'and', 'how', 'it', '<KEYWORD>', 'works', '<KEYWORD>']","['need', 'septic', 'system', 'works']","[2, 7, 8, 14]",4
"['no', 'i', 'need', 'to', 'know', 'how', 'i', 'can', 'lower', 'my', 'heart', 'rate']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'how', 'i', 'can', 'lower', 'my', '<KEYWORD>', 'heart', '<KEYWORD>', '<KEYWORD>', 'rate', '<KEYWORD>']","['need', 'heart', 'rate']","[2, 10, 11]",3
"['no', 'i', 'need', 'to', 'know', 'how', 'it', 'differs', 'from', 'a', '401k']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'how', 'it', 'differs', 'from', 'a', '<KEYWORD>', '401k', '<KEYWORD>']","['need', '401k']","[2, 10]",2
"['no', 'i', 'need', 'to', 'know', 'how', 'long', 'i', 'should', 'cook', 'it', 'and', 'how', 'hot', 'it', 'should', 'get']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'how', '<KEYWORD>', 'long', '<KEYWORD>', 'i', 'should', 'cook', 'it', 'and', 'how', 'hot', 'it', 'should', '<KEYWORD>', 'get', '<KEYWORD>']","['need', 'know', 'long', 'get']","[2, 4, 6, 16]",4
"['no', 'i', 'need', 'to', 'know', 'how', 'premature', 'ventricular', 'contractions', 'are', 'treated']","['no', 'i', 'need', 'to', 'know', 'how', 'premature', '<KEYWORD>', 'ventricular', '<KEYWORD>', '<KEYWORD>', 'contractions', '<KEYWORD>', 'are', 'treated']","['ventricular', 'contractions']","[7, 8]",2
"['no', 'i', 'need', 'to', 'know', 'how', 'the', 'sit', 'and', 'reach', 'test', 'is', 'done', 'the', 'right', 'way']","['no', 'i', 'need', 'to', 'know', 'how', 'the', '<KEYWORD>', 'sit', '<KEYWORD>', 'and', '<KEYWORD>', 'reach', '<KEYWORD>', '<KEYWORD>', 'test', '<KEYWORD>', 'is', 'done', 'the', 'right', '<KEYWORD>', 'way', '<KEYWORD>']","['sit', 'reach', 'test', 'way']","[7, 9, 10, 15]",4
"['no', 'i', 'need', 'to', 'know', 'how', 'to', 'fix', 'a', 'broken', 'toilet']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'how', 'to', 'fix', 'a', '<KEYWORD>', 'broken', '<KEYWORD>', 'toilet']","['need', 'broken']","[2, 9]",2
"['no', 'i', 'need', 'to', 'know', 'how', 'to', 'fix', 'a', 'toilet', 'that', 'isnt', 'working', 'properly']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'how', 'to', 'fix', 'a', 'toilet', 'that', 'isnt', 'working', 'properly']","['need', 'know']","[2, 4]",2
"['no', 'i', 'need', 'to', 'know', 'how', 'to', 'grill', 'chicken']","['no', 'i', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'how', 'to', '<KEYWORD>', 'grill', '<KEYWORD>', 'chicken']","['know', 'grill']","[4, 7]",2
"['no', 'i', 'need', 'to', 'know', 'how', 'to', 'make', 'one']","['no', 'i', 'need', 'to', 'know', 'how', 'to', '<KEYWORD>', 'make', '<KEYWORD>', '<KEYWORD>', 'one', '<KEYWORD>']","['make', 'one']","[7, 8]",2
"['no', 'i', 'need', 'to', 'know', 'how', 'to', 'treat', 'it']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'how', 'to', '<KEYWORD>', 'treat', '<KEYWORD>', 'it']","['need', 'treat']","[2, 7]",2
"['no', 'i', 'need', 'to', 'know', 'how', 'vldl', 'levels', 'are', 'determined']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'how', 'vldl', 'levels', 'are', '<KEYWORD>', 'determined', '<KEYWORD>']","['need', 'determined']","[2, 9]",2
"['no', 'i', 'need', 'to', 'know', 'if', 'i', 'can', 'buy', 'dog', 'clean', 'up', 'bags', 'online']","['no', 'i', 'need', 'to', 'know', 'if', 'i', 'can', '<KEYWORD>', 'buy', '<KEYWORD>', '<KEYWORD>', 'dog', '<KEYWORD>', '<KEYWORD>', 'clean', '<KEYWORD>', 'up', '<KEYWORD>', 'bags', '<KEYWORD>', 'online']","['buy', 'dog', 'clean', 'bags']","[8, 9, 10, 12]",4
"['no', 'i', 'need', 'to', 'know', 'if', 'the', 'federal', 'wage', 'system', 'effects', 'the', 'gs']","['no', 'i', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'if', 'the', 'federal', 'wage', 'system', 'effects', 'the', '<KEYWORD>', 'gs', '<KEYWORD>']","['know', 'gs']","[4, 12]",2
"['no', 'i', 'need', 'to', 'know', 'symptoms', 'of', 'heatrealted', 'illinesses', 'in', 'dogs']","['no', 'i', 'need', 'to', 'know', 'symptoms', 'of', '<KEYWORD>', 'heatrealted', '<KEYWORD>', '<KEYWORD>', 'illinesses', '<KEYWORD>', 'in', 'dogs']","['heatrealted', 'illinesses']","[7, 8]",2
"['no', 'i', 'need', 'to', 'know', 'the', 'best', 'gaming', 'keyboards']","['no', 'i', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'the', 'best', '<KEYWORD>', 'gaming', '<KEYWORD>', '<KEYWORD>', 'keyboards', '<KEYWORD>']","['know', 'gaming', 'keyboards']","[4, 7, 8]",3
"['no', 'i', 'need', 'to', 'know', 'the', 'common', 'name', 'for', 'angular', 'cheilitis']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'the', 'common', '<KEYWORD>', 'name', '<KEYWORD>', 'for', 'angular', '<KEYWORD>', 'cheilitis', '<KEYWORD>']","['need', 'name', 'cheilitis']","[2, 7, 10]",3
"['no', 'i', 'need', 'to', 'know', 'the', 'different', 'electronic', 'skeet', 'shoot', 'games', 'that', 'are', 'available']","['no', 'i', 'need', 'to', 'know', 'the', 'different', '<KEYWORD>', 'electronic', '<KEYWORD>', 'skeet', 'shoot', '<KEYWORD>', 'games', '<KEYWORD>', 'that', 'are', 'available']","['electronic', 'games']","[7, 10]",2
"['no', 'i', 'need', 'to', 'know', 'the', 'exact', 'address', 'of', 'where', 'the', 'ontario', 'ca', 'airport']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'the', '<KEYWORD>', 'exact', '<KEYWORD>', 'address', 'of', 'where', 'the', '<KEYWORD>', 'ontario', '<KEYWORD>', '<KEYWORD>', 'ca', '<KEYWORD>', 'airport']","['need', 'exact', 'ontario', 'ca']","[2, 6, 11, 12]",4
"['no', 'i', 'need', 'to', 'know', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']","['need', 'know']","[2, 4]",2
"['no', 'i', 'need', 'to', 'know', 'the', 'hospital', 'location']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'the', '<KEYWORD>', 'hospital', '<KEYWORD>', '<KEYWORD>', 'location', '<KEYWORD>']","['need', 'hospital', 'location']","[2, 6, 7]",3
"['no', 'i', 'need', 'to', 'know', 'the', 'main', 'competitors', 'of', 'the', 'university', 'of', 'phoenix']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'the', 'main', 'competitors', 'of', 'the', 'university', 'of', '<KEYWORD>', 'phoenix', '<KEYWORD>']","['need', 'phoenix']","[2, 12]",2
"['no', 'i', 'need', 'to', 'know', 'the', 'nutritional', 'value', 'of', 'white', 'rice']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'the', 'nutritional', 'value', 'of', '<KEYWORD>', 'white', '<KEYWORD>', '<KEYWORD>', 'rice', '<KEYWORD>']","['need', 'white', 'rice']","[2, 9, 10]",3
"['no', 'i', 'need', 'to', 'know', 'the', 'relationship', 'he', 'had', 'with', 'howard', 'hughs']","['no', 'i', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'the', 'relationship', 'he', 'had', 'with', '<KEYWORD>', 'howard', '<KEYWORD>', 'hughs']","['know', 'howard']","[4, 10]",2
"['no', 'i', 'need', 'to', 'know', 'the', 'resulting', 'information', 'on', 'ground', 'elevaion', 'changes', 'and', 'movements', 'from', 'the', 'ongoing', 'lowlevel', 'geothermal', 'activity', 'at', 'yellowstone', 'national', 'park']","['no', 'i', 'need', 'to', 'know', 'the', 'resulting', 'information', 'on', '<KEYWORD>', 'ground', '<KEYWORD>', 'elevaion', '<KEYWORD>', 'changes', '<KEYWORD>', 'and', 'movements', 'from', 'the', 'ongoing', 'lowlevel', 'geothermal', 'activity', 'at', 'yellowstone', '<KEYWORD>', 'national', '<KEYWORD>', '<KEYWORD>', 'park', '<KEYWORD>']","['ground', 'changes', 'national', 'park']","[9, 11, 22, 23]",4
"['no', 'i', 'need', 'to', 'know', 'the', 'rules', 'for', 'a', '403b', 'plan']","['no', 'i', 'need', 'to', 'know', 'the', '<KEYWORD>', 'rules', '<KEYWORD>', 'for', 'a', '403b', '<KEYWORD>', 'plan', '<KEYWORD>']","['rules', 'plan']","[6, 10]",2
"['no', 'i', 'need', 'to', 'know', 'the', 'specific', 'relationship', 'between', 'ralph', 'owen', 'brewster', 'and', 'howard', 'hughes']","['no', 'i', 'need', 'to', 'know', 'the', 'specific', '<KEYWORD>', 'relationship', '<KEYWORD>', 'between', '<KEYWORD>', 'ralph', '<KEYWORD>', '<KEYWORD>', 'owen', '<KEYWORD>', 'brewster', 'and', '<KEYWORD>', 'howard', '<KEYWORD>', 'hughes']","['relationship', 'ralph', 'owen', 'howard']","[7, 9, 10, 13]",4
"['no', 'i', 'need', 'to', 'know', 'the', 'symptoms']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'the', 'symptoms']","['need', 'know']","[2, 4]",2
"['no', 'i', 'need', 'to', 'know', 'the', 'symptoms', 'of', 'a', 'dog', 'overheating']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'the', 'symptoms', 'of', 'a', 'dog', '<KEYWORD>', 'overheating', '<KEYWORD>']","['need', 'overheating']","[2, 10]",2
"['no', 'i', 'need', 'to', 'know', 'the', 'treatments']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'the', '<KEYWORD>', 'treatments', '<KEYWORD>']","['need', 'treatments']","[2, 6]",2
"['no', 'i', 'need', 'to', 'know', 'what', 'an', 'indexed', 'annuity', 'is']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'what', 'an', 'indexed', '<KEYWORD>', 'annuity', '<KEYWORD>', 'is']","['need', 'annuity']","[2, 8]",2
"['no', 'i', 'need', 'to', 'know', 'what', 'brands', 'there', 'are', 'of', 'pressure', 'washers']","['no', 'i', 'need', 'to', 'know', 'what', '<KEYWORD>', 'brands', '<KEYWORD>', 'there', 'are', 'of', 'pressure', '<KEYWORD>', 'washers', '<KEYWORD>']","['brands', 'washers']","[6, 11]",2
"['no', 'i', 'need', 'to', 'know', 'what', 'causes', 'angular', 'cheilitis']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'what', 'causes', 'angular', '<KEYWORD>', 'cheilitis', '<KEYWORD>']","['need', 'cheilitis']","[2, 8]",2
"['no', 'i', 'need', 'to', 'know', 'what', 'elected', 'offices', 'he', 'held']","['no', 'i', 'need', 'to', 'know', 'what', '<KEYWORD>', 'elected', '<KEYWORD>', 'offices', 'he', '<KEYWORD>', 'held', '<KEYWORD>']","['elected', 'held']","[6, 9]",2
"['no', 'i', 'need', 'to', 'know', 'what', 'events', 'are', 'going', 'to', 'be', 'at', 'the', 'indiana', 'state', 'fairgrounds']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'what', 'events', 'are', 'going', 'to', 'be', 'at', 'the', '<KEYWORD>', 'indiana', '<KEYWORD>', '<KEYWORD>', 'state', '<KEYWORD>', '<KEYWORD>', 'fairgrounds', '<KEYWORD>']","['need', 'indiana', 'state', 'fairgrounds']","[2, 13, 14, 15]",4
"['no', 'i', 'need', 'to', 'know', 'what', 'level', 'of', 'vldl', 'is', 'harmful']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'what', '<KEYWORD>', 'level', '<KEYWORD>', 'of', 'vldl', 'is', 'harmful']","['need', 'level']","[2, 6]",2
"['no', 'i', 'need', 'to', 'know', 'what', 'surface', 'products', 'they', 'make']","['no', 'i', 'need', 'to', 'know', 'what', '<KEYWORD>', 'surface', '<KEYWORD>', '<KEYWORD>', 'products', '<KEYWORD>', 'they', '<KEYWORD>', 'make', '<KEYWORD>']","['surface', 'products', 'make']","[6, 7, 9]",3
"['no', 'i', 'need', 'to', 'know', 'what', 'the', 'causes', 'are']","['no', 'i', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'what', 'the', '<KEYWORD>', 'causes', '<KEYWORD>', 'are']","['know', 'causes']","[4, 7]",2
"['no', 'i', 'need', 'to', 'know', 'what', 'the', 'regulations', 'are', 'there']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'what', 'the', '<KEYWORD>', 'regulations', '<KEYWORD>', 'are', 'there']","['need', 'regulations']","[2, 7]",2
"['no', 'i', 'need', 'to', 'know', 'what', 'the', 'symptoms', 'are']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'what', 'the', '<KEYWORD>', 'symptoms', '<KEYWORD>', 'are']","['need', 'symptoms']","[2, 7]",2
"['no', 'i', 'need', 'to', 'know', 'where', 'i', 'can', 'buy', 'tickets', 'for', 'the', 'indiana', 'fairgrounds']","['no', 'i', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'where', 'i', 'can', 'buy', 'tickets', 'for', 'the', 'indiana', '<KEYWORD>', 'fairgrounds', '<KEYWORD>']","['know', 'fairgrounds']","[4, 13]",2
"['no', 'i', 'need', 'to', 'know', 'which', 'foods', 'are', 'rich', 'in', 'iron']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'which', 'foods', 'are', 'rich', 'in', '<KEYWORD>', 'iron', '<KEYWORD>']","['need', 'iron']","[2, 10]",2
"['no', 'i', 'need', 'to', 'know', 'which', 'hotels', 'are', 'in', 'the', 'area', 'of', 'ontario', 'ca', 'airport']","['no', 'i', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'which', 'hotels', 'are', 'in', 'the', '<KEYWORD>', 'area', '<KEYWORD>', 'of', '<KEYWORD>', 'ontario', '<KEYWORD>', 'ca', '<KEYWORD>', 'airport', '<KEYWORD>']","['know', 'area', 'ontario', 'airport']","[4, 10, 12, 14]",4
"['no', 'i', 'need', 'to', 'know', 'who', 'can', 'be', 'buried', 'there']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'know', 'who', 'can', 'be', '<KEYWORD>', 'buried', '<KEYWORD>', 'there']","['need', 'buried']","[2, 8]",2
"['no', 'i', 'need', 'to', 'know', 'who', 'is', 'responsible', 'for', 'the', 'quote', 'all', 'men', 'are', 'created', 'equal']","['no', 'i', 'need', 'to', 'know', 'who', 'is', 'responsible', 'for', 'the', '<KEYWORD>', 'quote', '<KEYWORD>', 'all', '<KEYWORD>', 'men', '<KEYWORD>', 'are', '<KEYWORD>', 'created', '<KEYWORD>', '<KEYWORD>', 'equal', '<KEYWORD>']","['quote', 'men', 'created', 'equal']","[10, 12, 14, 15]",4
"['no', 'i', 'need', 'to', 'know', 'who', 'provides', 'voip', 'phone', 'service']","['no', 'i', 'need', 'to', 'know', 'who', 'provides', 'voip', '<KEYWORD>', 'phone', '<KEYWORD>', '<KEYWORD>', 'service', '<KEYWORD>']","['phone', 'service']","[8, 9]",2
"['no', 'i', 'need', 'to', 'locate', 'the', 'observatory']","['no', 'i', 'need', 'to', '<KEYWORD>', 'locate', '<KEYWORD>', 'the', '<KEYWORD>', 'observatory', '<KEYWORD>']","['locate', 'observatory']","[4, 6]",2
"['no', 'i', 'need', 'to', 'order', 'a', 'road', 'map', 'of', 'brazil']","['no', 'i', 'need', 'to', '<KEYWORD>', 'order', '<KEYWORD>', 'a', 'road', '<KEYWORD>', 'map', '<KEYWORD>', 'of', 'brazil']","['order', 'map']","[4, 7]",2
"['no', 'i', 'need', 'to', 'print', 'a', 'map', 'of', 'the', 'united', 'states']","['no', 'i', 'need', 'to', 'print', 'a', '<KEYWORD>', 'map', '<KEYWORD>', 'of', 'the', 'united', '<KEYWORD>', 'states', '<KEYWORD>']","['map', 'states']","[6, 10]",2
"['no', 'i', 'need', 'to', 'protect', 'my', 'clothing', 'from', 'moths']","['no', 'i', 'need', 'to', '<KEYWORD>', 'protect', '<KEYWORD>', 'my', 'clothing', 'from', '<KEYWORD>', 'moths', '<KEYWORD>']","['protect', 'moths']","[4, 8]",2
"['no', 'i', 'need', 'to', 'read', 'about', 'mini', 'gastric', 'bypass', 'surgery']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'to', 'read', 'about', 'mini', 'gastric', '<KEYWORD>', 'bypass', '<KEYWORD>', 'surgery']","['need', 'bypass']","[2, 8]",2
"['no', 'i', 'need', 'to', 'register', 'my', 'vehicle', 'in', 'virginia']","['no', 'i', 'need', 'to', '<KEYWORD>', 'register', '<KEYWORD>', 'my', 'vehicle', 'in', '<KEYWORD>', 'virginia', '<KEYWORD>']","['register', 'virginia']","[4, 8]",2
"['no', 'i', 'need', 'tourist', 'activity', 'suggestions']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', '<KEYWORD>', 'tourist', '<KEYWORD>', 'activity', 'suggestions']","['need', 'tourist']","[2, 3]",2
"['no', 'i', 'need', 'troubleshooting', 'information']","['no', 'i', '<KEYWORD>', 'need', '<KEYWORD>', 'troubleshooting', '<KEYWORD>', 'information', '<KEYWORD>']","['need', 'information']","[2, 4]",2
"['no', 'i', 'needs', 'tips', 'about', 'grilling', 'fish']","['no', 'i', 'needs', 'tips', 'about', '<KEYWORD>', 'grilling', '<KEYWORD>', '<KEYWORD>', 'fish', '<KEYWORD>']","['grilling', 'fish']","[5, 6]",2
"['no', 'i', 'neei', 'to', 'know', 'what', 'the', 'symptons', 'are']","['no', 'i', '<KEYWORD>', 'neei', '<KEYWORD>', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'what', 'the', 'symptons', 'are']","['neei', 'know']","[2, 4]",2
"['no', 'i', 'only', 'need', 'information']","['no', 'i', 'only', '<KEYWORD>', 'need', '<KEYWORD>', '<KEYWORD>', 'information', '<KEYWORD>']","['need', 'information']","[3, 4]",2
"['no', 'i', 'only', 'need', 'to', 'know', 'the', 'actual', 'name', 'of', 'the', 'idaho', 'state', 'flower']","['no', 'i', 'only', 'need', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'the', 'actual', 'name', 'of', 'the', 'idaho', '<KEYWORD>', 'state', '<KEYWORD>', '<KEYWORD>', 'flower', '<KEYWORD>']","['know', 'state', 'flower']","[5, 12, 13]",3
"['no', 'i', 'only', 'want', 'information', 'on', 'stewarts', 'involvement', 'with', 'imclone']","['no', 'i', 'only', '<KEYWORD>', 'want', '<KEYWORD>', 'information', 'on', '<KEYWORD>', 'stewarts', '<KEYWORD>', 'involvement', 'with', '<KEYWORD>', 'imclone', '<KEYWORD>']","['want', 'stewarts', 'imclone']","[3, 6, 9]",3
"['no', 'i', 'only', 'want', 'pictures']","['no', 'i', 'only', '<KEYWORD>', 'want', '<KEYWORD>', '<KEYWORD>', 'pictures', '<KEYWORD>']","['want', 'pictures']","[3, 4]",2
"['no', 'i', 'only', 'want', 'reviews', 'of', 'the', 'secret', 'garden', 'book']","['no', 'i', 'only', '<KEYWORD>', 'want', '<KEYWORD>', '<KEYWORD>', 'reviews', '<KEYWORD>', 'of', 'the', 'secret', 'garden', 'book']","['want', 'reviews']","[3, 4]",2
"['no', 'i', 'only', 'want', 'to', 'know', 'about', 'one', 'particular', 'person']","['no', 'i', 'only', 'want', 'to', 'know', 'about', '<KEYWORD>', 'one', '<KEYWORD>', '<KEYWORD>', 'particular', '<KEYWORD>', '<KEYWORD>', 'person', '<KEYWORD>']","['one', 'particular', 'person']","[7, 8, 9]",3
"['no', 'i', 'only', 'want', 'to', 'know', 'the', 'alternatives', 'for', 'the', 'design', 'of', 'a', 'septic', 'system']","['no', 'i', 'only', 'want', 'to', '<KEYWORD>', 'know', '<KEYWORD>', 'the', 'alternatives', 'for', 'the', '<KEYWORD>', 'design', '<KEYWORD>', 'of', 'a', '<KEYWORD>', 'septic', '<KEYWORD>', '<KEYWORD>', 'system', '<KEYWORD>']","['know', 'design', 'septic', 'system']","[5, 10, 13, 14]",4
